Date,Generation (MWh),Marginal Emissions Rate (lbs CO2/MWh) - Before,Marginal Emissions Rate (lbs CO2/MWh) - After,Avoided Emissions (lbs CO2),Curtailed
09-26 22:00,629.88,743.4865684518636,743.4865684518636,468307.3197364598,False
09-26 23:00,830.692,718.8821390302039,718.8821390302039,597169.6418352781,False
09-27 00:00,650.186,751.9765537944124,751.9765537944124,488924.62760537385,False
09-27 01:00,732.884,0.0,0.0,0.0,True
09-27 02:00,830.692,0.0,0.0,0.0,True
09-27 03:00,830.692,0.0,0.0,0.0,True
09-27 04:00,787.396,850.5369999999999,850.5369999999999,669709.4316519999,False
09-27 05:00,830.692,762.692490557469,762.692490557469,633562.550366165,False
09-27 06:00,830.692,773.4162897284534,773.4162897284534,642470.7245471084,False
09-27 07:00,788.231,791.8484029046973,791.8484029046973,624159.4584699725,False
09-27 08:00,309.336,806.047204067201,806.047204067201,249339.4179173317,False
09-27 09:00,349.943,850.5369999999999,850.5369999999999,297639.46939099993,False
09-27 10:00,412.656,850.5370000000001,850.5370000000001,350979.1962720001,False
09-27 11:00,186.459,850.537,850.537,158590.278483,False
09-27 12:00,142.417,807.1951052286566,807.1951052286566,114958.3053013496,False
09-27 13:00,42.0956,809.1702745128606,809.1702745128606,34062.508207783576,False
09-27 14:00,89.7125,812.2820840308108,812.2820840308108,72871.85646361412,False
09-27 15:00,235.12,850.537,850.537,199978.25944000002,False
09-27 16:00,3.51438,850.537,850.537,2989.11022206,False
09-27 17:00,0.0,850.537,850.537,0.0,False
09-27 18:00,0.0,802.6832920601418,802.6832920601418,0.0,False
09-27 19:00,10.3209,802.569601962854,802.569601962854,8283.24060489842,False
09-27 20:00,70.4099,800.5140747431607,800.5140747431607,56364.11595125846,False
09-27 21:00,186.973,798.9039253591618,798.9039253591618,149373.46363617858,False
09-27 22:00,370.218,803.0429603112075,803.0429603112075,297300.95868049463,False
09-27 23:00,742.291,850.5369999999999,850.5369999999999,631345.960267,False
09-28 00:00,600.516,812.2092264241618,812.2092264241618,487744.6358153319,False
09-28 01:00,720.423,818.1335254645367,818.1335254645367,589402.2088157379,False
09-28 02:00,827.949,820.3266693989071,820.3266693989071,679188.6456021557,False
09-28 03:00,698.671,822.5058828623788,822.5058828623788,574661.0076853412,False
09-28 04:00,799.313,850.537,850.537,679845.281081,False
09-28 05:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
09-28 06:00,830.692,850.537,850.537,706534.281604,False
09-28 07:00,830.692,850.537,850.537,706534.281604,False
09-28 08:00,331.634,850.537,850.537,282066.987458,False
09-28 09:00,552.385,850.537,850.537,469823.88074500003,False
09-28 10:00,392.252,0.0,0.0,0.0,False
09-28 11:00,532.866,850.537,850.537,453222.249042,False
09-28 12:00,553.403,0.0,0.0,0.0,False
09-28 13:00,615.0,850.537,850.537,523080.255,False
09-28 14:00,700.351,0.0,0.0,0.0,False
09-28 15:00,830.677,850.537,850.537,706521.523549,False
09-28 16:00,816.625,760.9780355969168,760.9780355969168,621433.6883193322,False
09-28 17:00,793.924,0.0,0.0,0.0,False
09-28 18:00,830.692,850.537,850.537,706534.281604,False
09-28 19:00,830.692,850.537,850.537,706534.281604,False
09-28 20:00,830.692,809.2575870197518,809.2575870197518,672243.8034766116,False
09-28 21:00,830.692,850.537,850.537,706534.281604,False
09-28 22:00,830.692,790.0249413098663,790.0249413098663,656267.3985465755,False
09-28 23:00,529.913,787.4373466310267,787.4373466310267,417273.2866652873,False
09-29 00:00,295.76,786.8838058488274,786.8838058488274,232728.75441784918,False
09-29 01:00,301.647,850.537,850.537,256561.934439,False
09-29 02:00,593.321,786.2133885229289,786.2133885229289,466476.9138918127,False
09-29 03:00,828.832,792.5297019933208,792.5297019933208,656873.9779625281,False
09-29 04:00,830.692,792.1505542722865,792.1505542722865,658033.1282295543,False
09-29 05:00,830.692,814.1132359056872,814.1132359056872,676277.3521609672,False
09-29 06:00,806.963,819.0159292066392,819.0159292066392,660915.5512803771,False
09-29 07:00,830.692,822.2344905907626,822.2344905907626,683023.6134578218,False
09-29 08:00,545.524,850.537,850.537,463988.346388,False
09-29 09:00,403.502,850.537,850.537,343193.380574,False
09-29 10:00,595.994,850.537,850.537,506914.948778,False
09-29 11:00,585.042,850.537,850.537,497599.86755400005,False
09-29 12:00,303.023,850.537,850.537,257732.27335100004,False
09-29 13:00,247.636,850.5370000000001,850.5370000000001,210623.58053200002,False
09-29 14:00,491.083,850.5369999999999,850.5369999999999,417684.261571,False
09-29 15:00,370.486,850.537,850.537,315112.050982,False
09-29 16:00,404.562,850.537,850.537,344094.949794,False
09-29 17:00,722.7,850.537,850.537,614683.0899,False
09-29 18:00,566.962,850.537,850.537,482222.15859400004,False
09-29 19:00,497.868,850.537,850.537,423455.15511600004,False
09-29 20:00,585.386,850.537,850.537,497892.452282,False
09-29 21:00,616.02,834.9276806430007,834.9276806430007,514332.1498297013,False
09-29 22:00,356.677,836.4990209193606,836.4990209193606,298359.9612844548,False
09-29 23:00,301.349,850.5370000000001,850.5370000000001,256308.47441300005,False
09-30 00:00,141.63,850.537,850.537,120461.55531,False
09-30 01:00,196.736,850.537,850.537,167331.247232,False
09-30 02:00,184.017,850.537,850.537,156513.267129,False
09-30 03:00,136.238,850.537,850.537,115875.459806,False
09-30 04:00,110.234,850.537,850.537,93758.095658,False
09-30 05:00,95.1094,850.537,850.537,80894.0637478,False
09-30 06:00,76.1348,850.537,850.537,64755.464387600005,False
09-30 07:00,36.3954,850.537,850.537,30955.634329800003,False
09-30 08:00,20.8354,850.537,850.537,17721.2786098,False
09-30 09:00,0.0,850.537,850.537,0.0,False
09-30 10:00,0.0,850.537,850.537,0.0,False
09-30 11:00,0.0,850.537,850.537,0.0,False
09-30 12:00,0.0,850.5369999999999,850.5369999999999,0.0,False
09-30 13:00,0.0,850.5370000000001,850.5370000000001,0.0,False
09-30 14:00,0.0,850.5369999999999,850.5369999999999,0.0,False
09-30 15:00,0.0,850.537,850.537,0.0,False
09-30 16:00,0.0,850.537,850.537,0.0,False
09-30 17:00,0.0,850.537,850.537,0.0,False
09-30 18:00,0.0,0.0,0.0,0.0,False
09-30 19:00,0.0,848.4195036197466,848.4195036197466,0.0,False
09-30 20:00,23.032799999999998,850.537,850.537,19590.2486136,False
09-30 21:00,45.0021,850.5370000000001,850.5370000000001,38275.951127700006,False
09-30 22:00,55.4905,850.537,850.537,47196.7233985,False
09-30 23:00,73.3817,850.537,850.537,62413.8509729,False
10-01 00:00,47.7599,850.537,850.537,40621.5620663,False
10-01 01:00,50.9714,850.537,850.537,43353.061641800006,False
10-01 02:00,56.0181,850.537,850.537,47645.4667197,False
10-01 03:00,89.4696,850.537,850.537,76097.2051752,False
10-01 04:00,99.9194,757.4552644918534,757.4552644918534,75684.4755548673,False
10-01 05:00,93.4578,850.537,850.537,79489.3168386,False
10-01 06:00,116.162,850.537,850.537,98800.07899400001,False
10-01 07:00,121.352,850.537,850.537,103214.366024,False
10-01 08:00,54.1373,850.537,850.537,46045.776730100006,False
10-01 09:00,14.8655,850.537,850.537,12643.657773500001,False
10-01 10:00,0.0,850.537,850.537,0.0,False
10-01 11:00,0.0,850.537,850.537,0.0,False
10-01 12:00,0.0,850.537,850.537,0.0,False
10-01 13:00,0.0,850.537,850.537,0.0,False
10-01 14:00,0.0,850.537,850.537,0.0,False
10-01 15:00,0.0,850.537,850.537,0.0,False
10-01 16:00,0.0,850.537,850.537,0.0,False
10-01 17:00,54.8573,850.537,850.537,46658.1633701,False
10-01 18:00,182.98,0.0,0.0,0.0,False
10-01 19:00,18.2455,850.537,850.537,15518.4728335,False
10-01 20:00,22.879900000000003,850.537,850.537,19460.201506300004,False
10-01 21:00,52.2244,850.537,850.537,44418.7845028,False
10-01 22:00,23.4761,850.5370000000001,850.5370000000001,19967.291665700002,False
10-01 23:00,46.8564,850.537,850.537,39853.1018868,False
10-02 00:00,21.016599999999997,850.537,850.537,17875.3959142,False
10-02 01:00,69.8934,850.537,850.537,59446.922755800006,False
10-02 02:00,77.9098,850.537,850.537,66265.1675626,False
10-02 03:00,105.927,791.9949170273861,791.9949170273861,83893.64557595993,False
10-02 04:00,60.101800000000004,850.537,850.537,51118.80466660001,False
10-02 05:00,58.1284,803.3835752692661,803.3835752692661,46699.40181668201,False
10-02 06:00,84.9345,806.767945123703,806.767945123703,68522.43203510916,False
10-02 07:00,38.406099999999995,850.537,850.537,32665.809075699995,False
10-02 08:00,0.0,850.537,850.537,0.0,False
10-02 09:00,24.884,850.5369999999999,850.5369999999999,21164.762708,False
10-02 10:00,4.78532,850.537,850.537,4070.0917168399997,False
10-02 11:00,0.0,850.537,850.537,0.0,False
10-02 12:00,6.65557,850.537,850.537,5660.80854109,False
10-02 13:00,5.52172,850.5370000000001,850.5370000000001,4696.427163640001,False
10-02 14:00,23.086299999999998,850.537,850.537,19635.752343099997,False
10-02 15:00,0.0,850.537,850.537,0.0,False
10-02 16:00,0.0,850.537,850.537,0.0,False
10-02 17:00,25.6896,850.537,850.537,21849.9553152,False
10-02 18:00,206.977,850.537,850.537,176041.596649,False
10-02 19:00,350.001,850.537,850.537,297688.800537,False
10-02 20:00,158.079,850.537,850.537,134452.03842300002,False
10-02 21:00,55.857099999999996,850.5370000000001,850.5370000000001,47508.530262700006,False
10-02 22:00,13.5944,850.537,850.537,11562.540192800001,False
10-02 23:00,6.06919,850.537,850.537,5162.07065503,False
10-03 00:00,35.8606,850.537,850.537,30500.7671422,False
10-03 01:00,21.751,850.537,850.537,18500.030287,False
10-03 02:00,21.825,850.537,850.537,18562.970025,False
10-03 03:00,60.915699999999994,850.537,850.537,51811.056730899996,False
10-03 04:00,45.191199999999995,850.537,850.537,38436.787674399995,False
10-03 05:00,53.514199999999995,850.537,850.537,45515.807125399995,False
10-03 06:00,0.0,850.537,850.537,0.0,False
10-03 07:00,0.0,850.537,850.537,0.0,False
10-03 08:00,0.0,850.5369999999999,850.5369999999999,0.0,False
10-03 09:00,0.0,850.5369999999999,850.5369999999999,0.0,False
10-03 10:00,0.0,850.537,850.537,0.0,False
10-03 11:00,9.816559999999999,850.537,850.537,8349.34749272,False
10-03 12:00,13.3514,850.5370000000001,850.5370000000001,11355.859701800002,False
10-03 13:00,24.674599999999998,850.537,850.537,20986.6602602,False
10-03 14:00,46.064,850.537,850.537,39179.136368,False
10-03 15:00,73.1599,850.537,850.537,62225.2018663,False
10-03 16:00,118.238,850.537,850.537,100565.793806,False
10-03 17:00,248.237,850.537,850.537,211134.753269,False
10-03 18:00,182.506,850.537,850.537,155228.105722,False
10-03 19:00,593.03,842.5931108461508,842.5931108461508,499682.9925250928,False
10-03 20:00,721.713,841.0015678892735,841.0015678892735,606961.7645660712,False
10-03 21:00,607.85,839.2429992743896,839.2429992743896,510133.85710893775,False
10-03 22:00,477.181,831.6550715148486,831.6550715148486,396849.998680527,False
10-03 23:00,331.002,781.9143592717428,781.9143592717428,258815.21674766543,False
10-04 00:00,340.301,814.5372831312924,814.5372831312924,277187.8519868619,False
10-04 01:00,360.059,850.537,850.537,306243.501683,False
10-04 02:00,281.877,812.6004472653898,812.6004472653898,229053.3762738263,False
10-04 03:00,138.609,813.9694844052535,813.9694844052535,112823.4962639278,False
10-04 04:00,168.002,850.537,850.537,142891.91707400003,False
10-04 05:00,223.154,850.5369999999999,850.5369999999999,189800.73369799997,False
10-04 06:00,175.249,850.5370000000001,850.5370000000001,149055.75871300002,False
10-04 07:00,197.594,850.537,850.537,168061.007978,False
10-04 08:00,126.402,850.537,850.537,107509.57787400001,False
10-04 09:00,167.615,850.537,850.537,142562.759255,False
10-04 10:00,219.63,850.537,850.537,186803.44131,False
10-04 11:00,281.798,0.0,0.0,0.0,False
10-04 12:00,407.817,850.537,850.537,346863.447729,False
10-04 13:00,393.168,850.537,850.537,334403.931216,False
10-04 14:00,438.853,850.537,850.537,373260.71406100004,False
10-04 15:00,301.042,850.537,850.537,256047.359554,False
10-04 16:00,440.783,850.537,850.537,374902.25047100004,False
10-04 17:00,785.314,850.537,850.537,667938.613618,False
10-04 18:00,830.692,850.537,850.537,706534.281604,False
10-04 19:00,830.692,0.0,0.0,0.0,False
10-04 20:00,830.692,850.537,850.537,706534.281604,False
10-04 21:00,830.692,850.537,850.537,706534.281604,False
10-04 22:00,830.692,850.537,850.537,706534.281604,False
10-04 23:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
10-05 00:00,830.692,850.537,850.537,706534.281604,False
10-05 01:00,830.692,850.537,850.537,706534.281604,False
10-05 02:00,830.692,850.537,850.537,706534.281604,False
10-05 03:00,830.692,850.537,850.537,706534.281604,False
10-05 04:00,830.692,850.537,850.537,706534.281604,False
10-05 05:00,830.692,850.537,850.537,706534.281604,False
10-05 06:00,830.692,850.537,850.537,706534.281604,False
10-05 07:00,830.692,850.537,850.537,706534.281604,False
10-05 08:00,830.692,850.537,850.537,706534.281604,False
10-05 09:00,830.692,850.537,850.537,706534.281604,False
10-05 10:00,602.177,850.537,850.537,512173.81904900004,False
10-05 11:00,456.293,850.537,850.537,388094.079341,False
10-05 12:00,215.324,850.537,850.537,183141.028988,False
10-05 13:00,325.126,850.537,850.537,276531.692662,False
10-05 14:00,150.457,850.537,850.537,127969.245409,False
10-05 15:00,250.722,850.537,850.537,213248.33771400002,False
10-05 16:00,246.869,850.537,850.537,209971.21865300002,False
10-05 17:00,438.167,850.537,850.537,372677.245679,False
10-05 18:00,753.393,713.9390918066725,713.9390918066725,537876.7141935044,False
10-05 19:00,777.542,850.537,850.537,661328.240054,False
10-05 20:00,827.578,850.537,850.537,703885.7093860001,False
10-05 21:00,660.568,850.537,850.537,561837.525016,False
10-05 22:00,709.85,850.537,850.537,603753.6894500001,False
10-05 23:00,540.103,850.5370000000001,850.5370000000001,459377.58531100006,False
10-06 00:00,418.699,850.537,850.537,356118.991363,False
10-06 01:00,337.757,850.537,850.537,287274.825509,False
10-06 02:00,245.711,850.537,850.537,208986.296807,False
10-06 03:00,202.161,850.537,850.537,171945.41045700002,False
10-06 04:00,189.152,850.537,850.537,160880.77462399998,False
10-06 05:00,117.094,850.537,850.537,99592.779478,False
10-06 06:00,127.812,850.537,850.537,108708.835044,False
10-06 07:00,110.869,850.537,850.537,94298.186653,False
10-06 08:00,140.311,850.537,850.537,119339.69700700001,False
10-06 09:00,116.538,850.537,850.537,99119.880906,False
10-06 10:00,129.256,850.537,850.537,109937.01047200001,False
10-06 11:00,133.591,850.537,850.537,113624.08836700002,False
10-06 12:00,297.207,850.537,850.537,252785.550159,False
10-06 13:00,315.675,850.537,850.537,268493.267475,False
10-06 14:00,354.033,850.537,850.537,301118.165721,False
10-06 15:00,231.939,850.537,850.537,197272.701243,False
10-06 16:00,534.624,850.537,850.537,454717.49308800005,False
10-06 17:00,410.972,850.537,850.537,349546.891964,False
10-06 18:00,432.713,850.537,850.537,368038.41688100004,False
10-06 19:00,448.549,850.537,850.537,381507.520813,False
10-06 20:00,581.834,849.0457279459871,849.0457279459871,494003.67207372544,False
10-06 21:00,699.429,850.537,850.537,594890.243373,False
10-06 22:00,666.486,850.537,850.537,566871.002982,False
10-06 23:00,520.423,850.537,850.537,442639.01715100004,False
10-07 00:00,552.11,850.537,850.537,469589.98307,False
10-07 01:00,582.291,850.537,850.537,495260.0402670001,False
10-07 02:00,421.048,850.537,850.537,358116.90277600003,False
10-07 03:00,434.462,850.537,850.537,369526.006094,False
10-07 04:00,764.215,850.537,850.537,649993.133455,False
10-07 05:00,830.692,850.537,850.537,706534.281604,False
10-07 06:00,830.692,850.537,850.537,706534.281604,False
10-07 07:00,830.692,771.6959613920809,771.6959613920809,641041.6615607105,False
10-07 08:00,830.692,850.537,850.537,706534.281604,False
10-07 09:00,830.692,850.537,850.537,706534.281604,False
10-07 10:00,830.692,850.537,850.537,706534.281604,False
10-07 11:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
10-07 12:00,830.692,850.537,850.537,706534.281604,False
10-07 13:00,830.692,850.537,850.537,706534.281604,False
10-07 14:00,830.692,850.537,850.537,706534.281604,False
10-07 15:00,830.692,850.537,850.537,706534.281604,False
10-07 16:00,830.692,850.537,850.537,706534.281604,False
10-07 17:00,830.692,732.374260964491,732.374260964491,608377.439589115,False
10-07 18:00,830.692,705.7465407156992,705.7465407156992,586258.0054002056,False
10-07 19:00,830.692,718.1564035966921,718.1564035966921,596566.7792165434,False
10-07 20:00,830.692,850.537,850.537,706534.281604,False
10-07 21:00,830.692,803.1384130791682,803.1384130791682,667160.6546375604,False
10-07 22:00,830.692,786.9568976648723,786.9568976648723,653718.7992350281,False
10-07 23:00,830.692,850.537,850.537,706534.281604,False
10-08 00:00,830.692,774.340166888582,774.340166888582,643238.18191301,False
10-08 01:00,794.782,771.247855906279,771.247855906279,612973.9134129043,False
10-08 02:00,456.253,850.537,850.537,388060.057861,False
10-08 03:00,449.29,768.6176936121691,768.6176936121691,345332.24356301146,False
10-08 04:00,778.958,778.2665502026816,778.2665502026816,606236.9554127804,False
10-08 05:00,830.692,795.7448788472099,795.7448788472099,661018.9048993464,False
10-08 06:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
10-08 07:00,830.692,850.537,850.537,706534.281604,False
10-08 08:00,830.692,818.6150645652716,818.6150645652716,680016.9852138546,False
10-08 09:00,830.692,828.9640771004468,828.9640771004468,688613.8271347244,False
10-08 10:00,830.692,831.975633401162,831.975633401162,691115.502861278,False
10-08 11:00,830.692,850.537,850.537,706534.281604,False
10-08 12:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
10-08 13:00,830.692,850.537,850.537,706534.281604,False
10-08 14:00,830.692,850.5369999999999,850.5369999999999,706534.2816039999,False
10-08 15:00,830.692,850.537,850.537,706534.281604,False
10-08 16:00,756.819,850.537,850.537,643702.561803,False
10-08 17:00,367.606,0.0,0.0,0.0,False
10-08 18:00,489.28,850.537,850.537,416150.74336,False
10-08 19:00,830.692,812.2351488886321,812.2351488886321,674717.2403005956,False
10-08 20:00,830.692,785.0836864319697,785.0836864319697,652162.7376495458,False
10-08 21:00,830.692,803.9292494078484,803.9292494078484,667817.5960491044,False
10-08 22:00,830.692,804.1993721076988,804.1993721076988,668041.9848148886,False
10-08 23:00,830.692,801.2687369816417,801.2687369816417,665607.5296607539,False
10-09 00:00,830.692,793.617742628452,793.617742628452,659251.9098595141,False
10-09 01:00,830.692,808.8735575538767,808.8735575538767,671924.793271545,False
10-09 02:00,830.692,850.537,850.537,706534.281604,False
10-09 03:00,830.692,850.537,850.537,706534.281604,False
10-09 04:00,830.692,850.537,850.537,706534.281604,False
10-09 05:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
10-09 06:00,830.692,821.6911068417959,821.6911068417959,682572.2289246251,False
10-09 07:00,830.692,825.5009037319489,825.5009037319489,685736.9967229001,False
10-09 08:00,677.131,850.537,850.537,575924.969347,False
10-09 09:00,830.692,832.19828401487,832.19828401487,691300.4569448803,False
10-09 10:00,830.692,833.5771097590997,833.5771097590997,692445.8364600061,False
10-09 11:00,633.703,850.537,850.537,538987.848511,False
10-09 12:00,830.692,850.537,850.537,706534.281604,False
10-09 13:00,551.194,850.5369999999999,850.5369999999999,468810.8911779999,False
10-09 14:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
10-09 15:00,506.68,850.537,850.537,430950.08716,False
10-09 16:00,830.692,850.537,850.537,706534.281604,False
10-09 17:00,830.692,832.1888088887482,832.1888088887482,691292.586033412,False
10-09 18:00,830.692,850.537,850.537,706534.281604,False
10-09 19:00,830.692,850.537,850.537,706534.281604,False
10-09 20:00,830.692,815.4534271385102,815.4534271385102,677390.6382965433,False
10-09 21:00,830.692,811.833455950856,811.833455950856,674383.5571907285,False
10-09 22:00,830.692,805.8243743444191,805.8243743444191,669391.8611729142,False
10-09 23:00,830.692,804.728272619084,804.728272619084,668481.3382384921,False
10-10 00:00,830.692,805.1400370487344,805.1400370487344,668823.3876560873,False
10-10 01:00,830.692,850.537,850.537,706534.281604,False
10-10 02:00,830.692,804.6963133699076,804.6963133699076,668454.7899458753,False
10-10 03:00,830.692,799.478537661815,799.478537661815,664120.4254073685,False
10-10 04:00,830.692,802.0218163252033,802.0218163252033,666233.1066468158,False
10-10 05:00,830.692,803.1833982208007,803.1833982208007,667198.0234348334,False
10-10 06:00,830.692,0.0,0,70753.9057985891,False
10-10 07:00,830.692,0.0,0.0,0.0,False
10-10 08:00,830.692,0.0,0.0,0.0,False
10-10 09:00,830.692,825.8111520006486,825.8111520006486,685994.7174777228,False
10-10 10:00,830.692,850.537,850.537,706534.281604,False
10-10 11:00,830.686,826.2324337355197,826.2324337355197,686339.715450024,False
10-10 12:00,614.647,850.537,850.537,522780.01543900004,False
10-10 13:00,499.228,0.0,0.0,0.0,False
10-10 14:00,627.828,850.5369999999999,850.5369999999999,533990.9436359999,False
10-10 15:00,640.902,850.537,850.537,545110.8643740001,False
10-10 16:00,830.564,850.5369999999999,850.5369999999999,706425.4128679999,False
10-10 17:00,830.692,850.537,850.537,706534.281604,False
10-10 18:00,830.64,850.537,850.537,706490.05368,False
10-10 19:00,830.692,813.3681521103658,813.3681521103658,675658.417012864,False
10-10 20:00,825.925,808.2055469588408,808.2055469588408,667517.1663719806,False
10-10 21:00,691.978,808.7211072330263,808.7211072330263,559617.214340895,False
10-10 22:00,613.619,803.528648881782,803.528648881782,493060.4459981902,False
10-10 23:00,460.748,803.5987318525304,803.5987318525304,370256.50850358966,False
10-11 00:00,357.305,808.3743250036912,808.3743250036912,288836.1881954439,False
10-11 01:00,298.381,811.1786000837131,811.1786000837131,242040.2818715784,False
10-11 02:00,184.256,817.7091199872258,817.7091199872258,150667.81161236626,False
10-11 03:00,230.612,823.3335128606575,823.3335128606575,189870.58806782195,False
10-11 04:00,211.02,824.047439271384,824.047439271384,173890.49063504746,False
10-11 05:00,134.774,826.7221193988946,826.7221193988946,111420.64691986663,False
10-11 06:00,119.484,850.537,850.537,101625.56290799999,False
10-11 07:00,82.286,850.537,850.537,69987.287582,False
10-11 08:00,105.486,850.5370000000001,850.5370000000001,89719.74598200002,False
10-11 09:00,63.2689,850.537,850.537,53812.54039930001,False
10-11 10:00,29.8481,850.537,850.537,25386.9134297,False
10-11 11:00,37.355199999999996,850.537,850.537,31771.9797424,False
10-11 12:00,31.694,850.537,850.537,26956.919678000002,False
10-11 13:00,82.5499,850.537,850.537,70211.74429629999,False
10-11 14:00,27.255200000000002,850.537,850.537,23181.556042400003,False
10-11 15:00,45.221599999999995,850.537,850.537,38462.643999199994,False
10-11 16:00,56.6129,850.537,850.537,48151.3661273,False
10-11 17:00,45.316300000000005,850.537,850.537,38543.189853100004,False
10-11 18:00,103.953,850.537,850.537,88415.872761,False
10-11 19:00,272.897,850.537,850.537,232108.995689,False
10-11 20:00,108.725,850.537,850.537,92474.635325,False
10-11 21:00,113.805,830.2919075695762,830.2919075695762,94491.37054095563,False
10-11 22:00,73.8983,831.7812178146338,831.7812178146338,61467.217968431156,False
10-11 23:00,52.3026,831.422267560956,831.422267560956,43485.54629133366,False
10-12 00:00,105.431,850.537,850.537,89672.966447,False
10-12 01:00,133.078,850.537,850.537,113187.76288600001,False
10-12 02:00,251.802,850.537,850.537,214166.917674,False
10-12 03:00,520.916,850.537,850.537,443058.33189200005,False
10-12 04:00,755.11,850.5370000000001,850.5370000000001,642248.9940700001,False
10-12 05:00,416.912,850.537,850.537,354599.08174399997,False
10-12 06:00,522.058,850.537,850.537,444029.645146,False
10-12 07:00,440.522,850.537,850.537,374680.260314,False
10-12 08:00,284.987,850.537,850.537,242391.98801900004,False
10-12 09:00,407.378,850.537,850.537,346490.061986,False
10-12 10:00,466.284,850.537,850.537,396591.794508,False
10-12 11:00,194.912,850.5369999999999,850.5369999999999,165779.867744,False
10-12 12:00,140.392,850.537,850.537,119408.590504,False
10-12 13:00,209.547,850.5370000000001,850.5370000000001,178227.47673900003,False
10-12 14:00,161.361,850.537,850.537,137243.500857,False
10-12 15:00,167.895,850.537,850.537,142800.909615,False
10-12 16:00,164.161,850.537,850.537,139625.004457,False
10-12 17:00,115.15,850.537,850.537,97939.33555,False
10-12 18:00,85.9562,850.537,850.537,73108.9284794,False
10-12 19:00,238.112,850.537,850.537,202523.066144,False
10-12 20:00,241.34,842.9099276484349,842.9099276484349,203427.88193867326,False
10-12 21:00,152.931,842.0335525185611,842.0335525185611,128773.03322021608,False
10-12 22:00,166.223,850.5369999999999,850.5369999999999,141378.811751,False
10-12 23:00,360.921,850.5370000000001,850.5370000000001,306976.6645770001,False
10-13 00:00,465.078,0.0,0,95244.92119465521,False
10-13 01:00,319.161,850.537,850.537,271458.239457,False
10-13 02:00,448.735,850.537,850.537,381665.720695,False
10-13 03:00,554.36,850.537,850.537,471503.69132000004,False
10-13 04:00,347.496,850.537,850.537,295558.205352,False
10-13 05:00,352.107,850.5369999999999,850.5369999999999,299480.031459,False
10-13 06:00,284.529,850.537,850.537,242002.442073,False
10-13 07:00,220.469,850.537,850.537,187517.041853,False
10-13 08:00,162.99,850.537,850.537,138629.02563000002,False
10-13 09:00,111.713,850.537,850.537,95016.039881,False
10-13 10:00,100.994,850.537,850.537,85899.133778,False
10-13 11:00,162.505,850.537,850.537,138216.515185,False
10-13 12:00,304.048,850.537,850.537,258604.073776,False
10-13 13:00,260.185,850.537,850.537,221296.96934500002,False
10-13 14:00,138.992,850.537,850.537,118217.838704,False
10-13 15:00,263.183,850.537,850.537,223846.879271,False
10-13 16:00,181.607,850.537,850.537,154463.472959,False
10-13 17:00,501.803,0.0,0.0,0.0,False
10-13 18:00,571.354,850.537,850.537,485957.71709800005,False
10-13 19:00,518.006,837.6246154726006,837.6246154726006,433894.5765624999,False
10-13 20:00,423.14,837.2118250990931,837.2118250990931,354257.81167243025,False
10-13 21:00,285.557,837.5921820158387,837.5921820158387,239180.31071989686,False
10-13 22:00,208.778,850.537,850.537,177573.413786,False
10-13 23:00,324.683,850.537,850.537,276154.90477100003,False
10-14 00:00,499.86,850.537,850.537,425149.42482,False
10-14 01:00,534.998,816.1045109960553,816.1045109960553,436614.28117386764,False
10-14 02:00,624.366,816.6313900889164,816.6313900889164,509876.87450425635,False
10-14 03:00,426.332,809.2083006186097,809.2083006186097,344991.3932193331,False
10-14 04:00,433.023,804.5823641505261,804.5823641505261,348402.6690715533,False
10-14 05:00,380.419,805.9316901084237,805.9316901084237,306591.7276193564,False
10-14 06:00,336.322,808.2206241208648,808.2206241208648,271822.3767455775,False
10-14 07:00,493.058,814.1591217077479,814.1591217077479,401427.6682309788,False
10-14 08:00,408.03,823.7139334087198,823.7139334087198,336099.9962487599,False
10-14 09:00,308.274,832.7042726143394,832.7042726143394,256701.07693591286,False
10-14 10:00,167.976,833.7385645509773,833.7385645509773,140048.06911901498,False
10-14 11:00,206.046,850.537,850.537,175249.746702,False
10-14 12:00,260.032,850.537,850.537,221166.837184,False
10-14 13:00,391.524,850.537,850.537,333005.64838800003,False
10-14 14:00,403.413,850.537,850.537,343117.68278100004,False
10-14 15:00,455.496,850.537,850.537,387416.201352,False
10-14 16:00,626.623,0.0,0.0,0.0,False
10-14 17:00,830.692,850.537,850.537,706534.281604,False
10-14 18:00,830.692,0.0,0.0,0.0,False
10-14 19:00,830.692,850.537,850.537,706534.281604,False
10-14 20:00,830.692,850.537,850.537,706534.281604,False
10-14 21:00,830.692,850.537,850.537,706534.281604,False
10-14 22:00,830.692,850.537,850.537,706534.281604,False
10-14 23:00,830.692,850.537,850.537,706534.281604,False
10-15 00:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
10-15 01:00,830.692,850.5370000000001,850.5370000000001,706534.2816040001,False
10-15 02:00,830.692,850.537,850.537,706534.281604,False
10-15 03:00,830.692,850.537,850.537,706534.281604,False
